VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,tip_amount,total_amount
1,2015-01-15 13:08:44 +00:00,2015-01-15 13:14:13 +00:00,1,0.5,-73.98175812,40.75990677,-73.97349548,40.75848007,5,1.16,6.96
1,2015-01-15 13:08:44 +00:00,2015-01-15 13:17:26 +00:00,1,1.1,-73.95582581,40.78220749,-73.95806885,40.76962662,7.5,1.1,9.4
1,2015-01-15 13:08:45 +00:00,2015-01-15 13:19:40 +00:00,1,1.9,-73.96497345,40.75543213,-73.96150208,40.77624893,9,1.95,11.75
1,2015-01-15 13:08:45 +00:00,2015-01-15 13:23:14 +00:00,1,2.4,-73.95355988,40.77692032,-73.98401642,40.77029419,11.5,0,12.3
1,2015-01-15 13:08:45 +00:00,2015-01-15 13:17:58 +00:00,1,0.3,-73.97407532,40.76476288,-73.96971893,40.76197052,7,2,9.8
1,2015-01-15 13:08:46 +00:00,2015-01-15 13:26:23 +00:00,1,1.4,-73.99007416,40.73517609,-73.99027252,40.74991226,11.5,1,13.3
1,2015-01-15 13:08:46 +00:00,2015-01-15 13:13:56 +00:00,1,0.9,-73.96412659,40.79253387,-73.95281982,40.78904343,5.5,1.85,8.15
1,2015-01-15 13:08:46 +00:00,2015-01-15 13:15:29 +00:00,3,1.2,-73.97790527,40.75739288,-73.98935699,40.74221802,7,0,7.8
1,2015-01-15 13:08:47 +00:00,2015-01-15 13:26:21 +00:00,1,1.7,-73.98762512,40.74157333,-73.9746933,40.76345444,12,1.8,14.6
1,2015-01-15 13:08:47 +00:00,2015-01-15 13:21:41 +00:00,1,0.6,-73.98404694,40.7493248,-73.98500824,40.75600052,9,1.95,11.75
1,2015-01-15 13:08:48 +00:00,2015-01-15 13:23:10 +00:00,1,1.8,-73.97254944,40.76478958,-73.99060059,40.74874496,10.5,2.25,13.55
1,2015-01-15 13:08:49 +00:00,2015-01-15 13:13:00 +00:00,1,0.9,-73.96455383,40.77020264,-73.95604706,40.78163147,5.5,1.25,7.55
1,2015-01-15 13:08:49 +00:00,2015-01-15 13:23:34 +00:00,1,0.9,-73.98060608,40.73400497,-73.98609924,40.7435112,10,1,11.8
1,2015-01-15 13:08:49 +00:00,2015-01-15 13:30:58 +00:00,4,2.5,-73.97557068,40.76527786,-73.94625854,40.7804451,15.5,0,16.3
1,2015-01-15 13:08:49 +00:00,2015-01-15 13:13:42 +00:00,1,1.2,-73.96572876,40.79036331,-73.97844696,40.77741241,6.5,1.45,8.75
1,2015-01-15 13:08:49 +00:00,2015-01-15 13:29:01 +00:00,1,1.6,-73.96913147,40.76098633,-73.98926544,40.75290298,13,0,13.8
1,2015-01-15 13:08:50 +00:00,2015-01-15 13:32:26 +00:00,2,6.1,-74.01412964,40.71213531,-73.97323608,40.78503036,22,2,24.8
1,2015-01-15 13:28:31 +00:00,2015-01-15 13:58:40 +00:00,1,3.1,-73.99403381,40.75093079,-73.99698639,40.71781158,19.5,0,20.3
1,2015-01-15 13:28:32 +00:00,2015-01-15 13:44:36 +00:00,1,3.2,-73.94548798,40.77409363,-73.98342133,40.74536514,14.5,2,17.3
1,2015-01-15 13:28:32 +00:00,2015-01-15 13:32:56 +00:00,1,0.6,-73.96230316,40.76759338,-73.96643829,40.76444244,5,1.15,6.95
1,2015-01-15 13:28:33 +00:00,2015-01-15 13:32:51 +00:00,1,0.6,-73.96742249,40.7690239,-73.96128082,40.77759552,5,1.15,6.95
1,2015-01-15 13:28:33 +00:00,2015-01-15 13:49:49 +00:00,1,1.1,-73.97927094,40.76162338,-73.97733307,40.75179291,13,2.76,16.56
1,2015-01-15 13:28:33 +00:00,2015-01-15 13:44:36 +00:00,1,1.9,-73.98165131,40.77998734,-73.99479675,40.75537109,11.5,0,12.3
1,2015-01-15 13:28:34 +00:00,2015-01-15 13:30:29 +00:00,1,0.4,-73.9751358,40.77751541,-73.98141479,40.77855301,3.5,0,4.3
1,2015-01-15 13:28:34 +00:00,2015-01-15 13:46:03 +00:00,1,0.6,-73.9865036,40.75201797,-73.98056793,40.76026917,11,0,11.8
1,2015-01-15 13:28:34 +00:00,2015-01-15 13:53:30 +00:00,1,9.1,-73.96624756,40.76560974,-73.87232208,40.77435303,29,4,33.8
1,2015-01-15 13:28:34 +00:00,2015-01-15 13:43:58 +00:00,1,1.7,-73.97924042,40.76350784,-73.98809814,40.74477005,11,2.95,14.75
1,2015-01-15 13:28:35 +00:00,2015-01-15 13:55:10 +00:00,1,2.6,-74.00570679,40.74041748,-73.97388458,40.75088882,17,2.2,20
1,2015-01-15 13:28:35 +00:00,2015-01-15 13:46:07 +00:00,1,4.9,-74.00881195,40.70446777,-73.98458862,40.74863434,18.5,3.85,23.15
1,2015-01-15 13:28:35 +00:00,2015-01-15 13:42:22 +00:00,1,1.3,-73.99788666,40.74094391,-73.98456573,40.74730682,10,2.15,12.95
1,2015-01-15 13:28:36 +00:00,2015-01-15 13:35:23 +00:00,3,1.1,-73.99003601,40.73796463,-73.99784851,40.72401047,6.5,0,7.3
1,2015-01-15 14:48:02 +00:00,2015-01-15 15:02:15 +00:00,1,1.7,-73.96941376,40.76636124,-73.95368958,40.78794479,10.5,2.25,13.55
1,2015-01-15 14:48:02 +00:00,2015-01-15 15:35:10 +00:00,1,18.7,-73.78253937,40.64458466,-73.99058533,40.72745132,52,0,58.13
1,2015-01-15 14:48:02 +00:00,2015-01-15 14:58:13 +00:00,1,1.7,-73.97823334,40.7544632,-73.98209381,40.77376556,9,1,10.8
1,2015-01-15 14:48:02 +00:00,2015-01-15 16:02:16 +00:00,1,17.9,-73.9863205,40.72613144,-73.78303528,40.64387894,52,5,57.8
1,2015-01-15 14:48:02 +00:00,2015-01-15 14:52:03 +00:00,4,0.7,-73.97944641,40.77158737,-73.98216248,40.76358795,4.5,0,5.3
1,2015-01-15 14:48:03 +00:00,2015-01-15 14:54:40 +00:00,1,0.7,-73.98408508,40.73751831,-73.9903183,40.73723984,6,1,7.8
1,2015-01-15 14:48:03 +00:00,2015-01-15 15:07:23 +00:00,1,2.1,-74.00341034,40.72686768,-73.98469543,40.75408173,13,1,14.8
1,2015-01-15 14:48:03 +00:00,2015-01-15 15:28:40 +00:00,2,11.6,-73.77835846,40.64676285,-73.95575714,40.65594101,39,0,39.8
1,2015-01-15 14:48:03 +00:00,2015-01-15 14:50:48 +00:00,1,0.7,-73.96367645,40.77734756,-73.97085571,40.78310394,4.5,0,5.3
1,2015-01-15 14:48:04 +00:00,2015-01-15 15:12:15 +00:00,2,2.7,-73.96225739,40.77906799,-73.99147034,40.75802994,16,0,16.8
1,2015-01-15 14:48:04 +00:00,2015-01-15 14:52:41 +00:00,1,0.6,-73.97543335,40.75215912,-73.96953583,40.75200653,5,0,5.8
1,2015-01-15 14:48:04 +00:00,2015-01-15 14:54:52 +00:00,1,0.8,-73.97546387,40.75792694,-73.97644043,40.75066376,6,0,6.8
1,2015-01-15 14:48:04 +00:00,2015-01-15 14:54:11 +00:00,1,0.7,-73.98100281,40.75943375,-73.99040222,40.75676727,5.5,0,6.3
1,2015-01-15 14:48:05 +00:00,2015-01-15 14:52:33 +00:00,1,0.8,-73.96006012,40.76252747,-73.95191193,40.77336502,5.5,1.25,7.55
1,2015-01-15 14:48:05 +00:00,2015-01-15 15:02:12 +00:00,1,2.6,-73.95397949,40.76646423,-73.98020935,40.77532959,11.5,0,12.3
1,2015-01-15 14:48:05 +00:00,2015-01-15 15:17:12 +00:00,1,10.2,-73.87229156,40.77449799,-73.9723587,40.76523972,32.5,11.55,50.18
1,2015-01-15 14:48:06 +00:00,2015-01-15 14:58:55 +00:00,1,1.3,-73.99183655,40.7434082,-73.97814178,40.75121689,8.5,1.86,11.16
1,2015-01-15 14:48:06 +00:00,2015-01-15 15:03:19 +00:00,1,2,-73.99678802,40.76287842,-73.98536682,40.7436142,11.5,2.46,14.76
1,2015-01-15 14:48:06 +00:00,2015-01-15 14:56:09 +00:00,1,0.8,-73.97661591,40.78069687,-73.98725128,40.77615738,6.5,1.46,8.76
1,2015-01-15 13:28:37 +00:00,2015-01-15 13:39:20 +00:00,1,1.3,-73.96536255,40.76590729,-73.95040131,40.77541351,8.5,2.32,11.62
1,2015-01-15 13:28:37 +00:00,2015-01-15 13:37:49 +00:00,1,2.9,-73.95761871,40.76847076,-73.97514343,40.73571014,11.5,2.45,14.75
1,2015-01-15 13:28:37 +00:00,2015-01-15 13:52:56 +00:00,2,2.4,-73.99796295,40.75651932,-73.9693985,40.76195526,16,4.2,21
1,2015-01-15 13:28:37 +00:00,2015-01-15 13:57:15 +00:00,1,3.3,-74.01082611,40.70900726,-73.98595428,40.75083542,19,3,22.8
1,2015-01-15 13:28:37 +00:00,2015-01-15 13:33:57 +00:00,1,0.5,-73.97025299,40.75899887,-73.97548676,40.75217438,5,0,5.8
1,2015-01-15 13:28:38 +00:00,2015-01-15 14:13:39 +00:00,1,10.4,-73.98912048,40.75639343,-73.87306213,40.77438354,38.5,7.86,47.16
2,2015-01-15 11:08:27 +00:00,2015-01-15 11:13:04 +00:00,1,0.57,-73.99191284,40.73366165,-73.99928284,40.73590088,5,1,6.8
2,2015-01-15 11:08:27 +00:00,2015-01-15 11:17:22 +00:00,5,1.36,-73.97545624,40.78210831,-73.98251343,40.76395035,8,0,8.8
1,2015-01-15 15:47:38 +00:00,2015-01-15 16:13:56 +00:00,2,3.4,-73.98490143,40.76909256,-73.95078278,40.78242874,18.5,3.85,23.15
1,2015-01-15 15:47:38 +00:00,2015-01-15 16:11:28 +00:00,1,4.9,-73.98446655,40.75934601,-73.94443512,40.8130722,19.5,4.05,24.35
1,2015-01-15 15:47:38 +00:00,2015-01-15 15:56:08 +00:00,1,1.1,-73.95365906,40.76678848,-73.9686203,40.76480484,7.5,1.85,11.15
1,2015-01-15 15:47:39 +00:00,2015-01-15 16:01:53 +00:00,4,1.6,-74.00598907,40.74010849,-74.00376129,40.7591362,10.5,0,11.3
1,2015-01-15 15:47:39 +00:00,2015-01-15 16:06:25 +00:00,1,2.5,-73.98991394,40.7408638,-73.96156311,40.75641632,13.5,2.85,17.15
1,2015-01-15 15:47:40 +00:00,2015-01-15 15:54:36 +00:00,1,0.6,-73.9804306,40.76034927,-73.97067261,40.75859451,6,0,6.8
1,2015-01-15 15:47:40 +00:00,2015-01-15 15:57:34 +00:00,1,1.2,-73.98097992,40.73818588,-73.98110962,40.75061417,8,0,8.8
1,2015-01-15 15:47:40 +00:00,2015-01-15 15:56:19 +00:00,1,1.4,-73.98873138,40.75407028,-74.00460052,40.73969269,7.5,1.66,9.96
1,2015-01-15 15:47:41 +00:00,2015-01-15 16:00:53 +00:00,1,1.4,-73.9916153,40.75009918,-73.99889374,40.7610817,9.5,0,10.3
1,2015-01-15 15:47:41 +00:00,2015-01-15 15:57:32 +00:00,1,1.3,-73.9928894,40.75384521,-73.97768402,40.76447296,8,1.75,10.55
1,2015-01-15 15:47:41 +00:00,2015-01-15 16:02:12 +00:00,2,2.1,-73.987854,40.75493622,-73.99325562,40.73668671,11,2.35,14.15
1,2015-01-15 15:47:41 +00:00,2015-01-15 17:08:39 +00:00,1,8.8,-73.98908997,40.75322723,-73.8707962,40.77392578,50,11.2,67.33
1,2015-01-15 15:47:41 +00:00,2015-01-15 15:54:06 +00:00,1,1.5,-73.98497009,40.76370239,-73.97200775,40.78221512,7,0,7.8
1,2015-01-15 15:47:42 +00:00,2015-01-15 16:17:48 +00:00,1,9.2,-73.8709259,40.77367401,-73.95968628,40.7660408,31.5,7.5,45.13
1,2015-01-15 15:47:42 +00:00,2015-01-15 15:53:42 +00:00,2,0.7,-73.95475006,40.77365875,-73.96230316,40.77204895,5.5,1.26,7.56
1,2015-01-15 15:47:42 +00:00,2015-01-15 15:52:40 +00:00,1,0.6,-73.96900177,40.76102829,-73.97166443,40.75520325,5,1.16,6.96
1,2015-01-15 15:47:43 +00:00,2015-01-15 16:02:21 +00:00,1,2,-73.98990631,40.77584076,-73.97659302,40.7581749,11,0,11.8
1,2015-01-15 15:47:43 +00:00,2015-01-15 17:12:21 +00:00,1,17.2,-73.97954559,40.74938965,-73.77823639,40.64494324,52,10,68.13
1,2015-01-15 15:47:43 +00:00,2015-01-15 15:52:40 +00:00,1,0.7,-73.96670532,40.80432129,-73.97161102,40.79508209,5.5,0,6.3
1,2015-01-15 15:47:43 +00:00,2015-01-15 16:01:34 +00:00,1,1.6,-73.97691345,40.75243378,-73.9618454,40.76618576,10.5,0,11.3
1,2015-01-15 15:47:43 +00:00,2015-01-15 16:05:15 +00:00,1,5.6,-73.97419739,40.75210953,-74.01583099,40.70493317,19,1.5,21.3
1,2015-01-15 15:47:44 +00:00,2015-01-15 15:51:25 +00:00,3,0.6,-73.98048401,40.73053741,-73.99012756,40.73469543,4.5,0,5.3
2,2015-01-15 11:08:28 +00:00,2015-01-15 11:22:08 +00:00,5,1.02,-73.96199036,40.76301956,-73.97537231,40.76025009,9.5,1.2,11.5
2,2015-01-15 11:08:28 +00:00,2015-01-15 11:12:03 +00:00,2,0.71,-73.96024323,40.81326675,-73.96228027,40.80551529,5,0,5.8
2,2015-01-15 11:08:28 +00:00,2015-01-15 11:45:14 +00:00,4,3.29,-73.99386597,40.72647858,-73.97525024,40.76517868,22.5,0,23.3
2,2015-01-15 11:08:28 +00:00,2015-01-15 11:16:27 +00:00,6,1.69,-73.97033691,40.76505661,-73.95837402,40.78314972,7.5,0,8.3
2,2015-01-15 11:08:29 +00:00,2015-01-15 11:31:28 +00:00,1,3.45,-73.97387695,40.76417923,-73.99996185,40.72422028,16.5,4.12,21.42
2,2015-01-15 11:08:29 +00:00,2015-01-15 11:19:43 +00:00,1,1.91,-73.98752594,40.7325058,-74.00524902,40.71485138,9.5,1.9,12.2
2,2015-01-15 11:08:30 +00:00,2015-01-15 11:20:15 +00:00,1,1.71,-73.99472046,40.75059509,-73.97688293,40.76406479,9.5,0,10.3
2,2015-01-15 11:08:30 +00:00,2015-01-15 11:23:16 +00:00,1,1.92,-73.97637177,40.76343155,-73.99304962,40.74539948,11,0,11.8
2,2015-01-15 11:08:30 +00:00,2015-01-15 11:10:32 +00:00,5,0.27,-73.95477295,40.76545715,-73.95536804,40.76841354,3.5,0,4.3
2,2015-01-15 11:08:30 +00:00,2015-01-15 11:22:21 +00:00,1,1.44,-73.95503235,40.77841568,-73.97670746,40.78928375,10,0,10.8
2,2015-01-15 11:08:31 +00:00,2015-01-15 11:17:10 +00:00,1,2.17,-73.95035553,40.77127838,-73.96971893,40.75237656,9,2,11.8
2,2015-01-15 11:08:31 +00:00,2015-01-15 11:22:19 +00:00,1,2.13,-73.95650482,40.77070236,-73.9798584,40.75445557,10.5,1,12.3
2,2015-01-15 11:08:31 +00:00,2015-01-15 12:07:41 +00:00,1,18.23,-73.78193665,40.64471054,-73.99067688,40.72071075,52,0,52.8
2,2015-01-15 11:08:31 +00:00,2015-01-15 11:24:35 +00:00,1,1.01,-73.97892761,40.75037766,-73.99127197,40.75544739,10.5,0,11.3
2,2015-01-15 11:08:31 +00:00,2015-01-15 11:14:02 +00:00,5,0.88,-73.9934845,40.73516464,-73.99437714,40.74361038,5.5,1.1,7.4
2,2015-01-15 11:08:33 +00:00,2015-01-15 11:16:14 +00:00,5,1.51,-73.97502899,40.76099014,-73.98868561,40.74270248,7.5,2.25,10.55
2,2015-01-15 11:08:33 +00:00,2015-01-15 11:52:22 +00:00,1,8.14,-73.95440674,40.76395798,-73.8562851,40.75259018,33.5,0,34.3
2,2015-01-15 11:08:33 +00:00,2015-01-15 11:48:04 +00:00,5,15.13,-73.95636749,40.78319931,-73.98403931,40.63248825,46,2,48.8
2,2015-01-15 11:08:34 +00:00,2015-01-15 11:30:55 +00:00,1,2.47,-74.00182343,40.75087738,-73.9638443,40.77070618,15.5,3.1,19.4
2,2015-01-15 11:08:34 +00:00,2015-01-15 11:15:45 +00:00,1,1.27,-73.97843933,40.74962616,-73.99088287,40.73462677,7,1.4,9.2
1,2015-01-15 14:19:58 +00:00,2015-01-15 14:30:43 +00:00,3,1.9,-73.9719696,40.78208542,-73.9462738,40.78117752,9.5,0,10.3
1,2015-01-15 14:19:59 +00:00,2015-01-15 14:26:18 +00:00,1,1.4,-73.96221161,40.75906372,-73.95623016,40.77560425,6.5,1.46,8.76
1,2015-01-15 14:20:00 +00:00,2015-01-15 14:29:24 +00:00,1,1,-73.98879242,40.74028015,-73.99024963,40.72889328,7.5,0,8.3
1,2015-01-15 14:20:00 +00:00,2015-01-15 14:24:37 +00:00,1,0.7,-73.96638489,40.80471039,-73.97330475,40.79518509,5,1.15,6.95
1,2015-01-15 14:20:00 +00:00,2015-01-15 14:25:07 +00:00,1,0.6,-73.98246765,40.77352142,-73.9892807,40.76781464,5.5,1.25,7.55
1,2015-01-15 14:20:00 +00:00,2015-01-15 15:08:06 +00:00,1,20.8,-73.97194672,40.75946808,-73.78960419,40.64704132,52,7.2,60
1,2015-01-15 14:20:01 +00:00,2015-01-15 14:30:10 +00:00,1,1.5,-73.97073364,40.76262283,-73.95559692,40.7793045,8.5,1.85,11.15
1,2015-01-15 14:20:02 +00:00,2015-01-15 14:44:57 +00:00,1,4.9,-73.95665741,40.76708221,-73.96069336,40.81632614,20.5,4.26,25.56
1,2015-01-15 14:20:02 +00:00,2015-01-15 14:25:28 +00:00,1,1.5,-73.97408295,40.77892685,-73.95641327,40.7840538,6.5,1.45,8.75
1,2015-01-15 14:20:02 +00:00,2015-01-15 15:05:17 +00:00,1,16.2,-73.97773743,40.76435471,-73.79027557,40.64681244,52,0,52.8
1,2015-01-15 14:20:04 +00:00,2015-01-15 14:30:20 +00:00,1,0.9,-73.96961975,40.75938034,-73.9821701,40.76047134,7.5,1,9.3
1,2015-01-15 14:20:04 +00:00,2015-01-15 14:25:51 +00:00,1,0.9,-73.98236084,40.77125168,-73.97484589,40.76139069,5.5,1.25,7.55
1,2015-01-15 14:20:05 +00:00,2015-01-15 14:31:49 +00:00,1,1.7,-73.97057343,40.76781845,-73.9805603,40.78123093,9.5,2.57,12.87
1,2015-01-15 14:20:05 +00:00,2015-01-15 14:36:20 +00:00,1,2.4,-73.98538208,40.75714111,-73.96221161,40.76787186,12.5,2.65,15.95
1,2015-01-15 14:20:05 +00:00,2015-01-15 14:29:47 +00:00,1,1.1,-73.98197174,40.76567459,-73.98991394,40.7502327,8,0,8.8
1,2015-01-15 14:20:06 +00:00,2015-01-15 14:23:11 +00:00,1,0.2,-73.97293091,40.79558563,-73.97042847,40.79651642,4,0,4.8
1,2015-01-15 14:20:06 +00:00,2015-01-15 14:25:16 +00:00,1,0.7,-73.74542999,40.58639145,-73.74523926,40.58619308,5.5,1.26,7.56
1,2015-01-15 14:20:06 +00:00,2015-01-15 14:25:32 +00:00,1,0.7,-73.98985291,40.73440552,-73.99806976,40.73797989,5.5,1.26,7.56
1,2015-01-15 14:20:07 +00:00,2015-01-15 14:31:34 +00:00,1,1.2,-73.96231842,40.77913666,-73.9730835,40.76346207,9,2.94,12.74
1,2015-01-15 14:20:08 +00:00,2015-01-15 14:43:34 +00:00,1,4.3,-73.97229004,40.74654388,-74.00812531,40.71973419,19,4.95,24.75
1,2015-01-15 14:20:08 +00:00,2015-01-15 14:23:44 +00:00,1,0.9,-74.00809479,40.73937225,-74.00430298,40.72974777,5,0,5.8
2,2015-01-15 11:09:27 +00:00,2015-01-15 11:18:50 +00:00,2,0.82,-73.98420715,40.74626923,-73.97663116,40.75596619,7,0,7.8
2,2015-01-15 11:09:28 +00:00,2015-01-15 11:21:16 +00:00,5,1.48,-73.9804306,40.74560547,-73.98104858,40.72947693,9,0,9.8
2,2015-01-15 11:09:28 +00:00,2015-01-15 11:17:09 +00:00,1,0.85,-73.98188782,40.74059677,-73.98110199,40.74951172,6.5,1.62,8.92
2,2015-01-15 11:09:28 +00:00,2015-01-15 11:12:01 +00:00,1,0.39,-73.96213531,40.76808167,-73.96128845,40.76436234,3.5,0.7,5
2,2015-01-15 11:09:28 +00:00,2015-01-15 11:16:34 +00:00,4,1.08,-73.98171997,40.75831985,-73.96775055,40.76005936,6.5,1.3,8.6
2,2015-01-15 11:09:29 +00:00,2015-01-15 11:17:06 +00:00,1,0.79,-73.98336792,40.74129868,-73.99423981,40.74048996,6.5,1,8.3
2,2015-01-15 11:09:30 +00:00,2015-01-15 11:20:08 +00:00,1,1.28,-74.00498199,40.75168991,-73.99573517,40.7399826,8.5,1,10.3
2,2015-01-15 11:09:30 +00:00,2015-01-15 11:16:53 +00:00,1,0.71,-73.95946503,40.77934647,-73.96456909,40.77227402,6,0.75,7.55
2,2015-01-15 11:09:31 +00:00,2015-01-15 11:19:21 +00:00,1,1.36,-73.98235321,40.77674866,-73.97206879,40.76554489,8,2,10.8
2,2015-01-15 11:09:31 +00:00,2015-01-15 11:14:40 +00:00,5,0.56,-73.98011017,40.76206207,-73.98907471,40.76606369,5,0,5.8
2,2015-01-15 11:09:31 +00:00,2015-01-15 11:33:46 +00:00,1,5.65,-73.97639465,40.73962021,-73.95027924,40.80226517,22,4.4,27.2
2,2015-01-15 11:09:31 +00:00,2015-01-15 11:18:35 +00:00,1,1.88,-73.99404144,40.72753143,-74.01319122,40.71659851,9,2,11.8
2,2015-01-15 11:09:31 +00:00,2015-01-15 11:15:47 +00:00,1,0.93,-73.98117065,40.75939178,-73.98113251,40.75320816,6,1,7.8
2,2015-01-15 11:09:32 +00:00,2015-01-15 11:21:42 +00:00,2,1.47,-73.98143768,40.75944138,-73.96560669,40.75933838,9.5,0,10.3
2,2015-01-15 11:09:32 +00:00,2015-01-15 11:45:33 +00:00,1,4.35,-73.92948914,40.75658035,-73.99256134,40.75829315,23,0,23.8
2,2015-01-15 11:09:32 +00:00,2015-01-15 11:27:44 +00:00,1,0.87,-73.97641754,40.74801636,-73.97517395,40.74153519,11.5,2.3,14.6
2,2015-01-15 11:09:32 +00:00,2015-01-15 11:16:36 +00:00,1,0.96,-73.96311951,40.76504517,-73.95355225,40.77010727,6.5,0,7.3
2,2015-01-15 11:09:34 +00:00,2015-01-15 11:28:22 +00:00,1,1.2,-73.99105835,40.74952698,-73.97509003,40.74176025,12,3,15.8
2,2015-01-15 11:09:34 +00:00,2015-01-15 11:39:55 +00:00,1,7.47,-74.01488495,40.71375275,-73.97367859,40.76446533,28,7,35.8
2,2015-01-15 11:09:35 +00:00,2015-01-15 11:24:14 +00:00,2,1.63,-73.95938873,40.78290939,-73.97457886,40.76213837,10.5,2.62,13.92
2,2015-01-15 11:09:35 +00:00,2015-01-15 11:18:53 +00:00,1,1.95,-74.00210571,40.71515274,-73.99404907,40.69514084,9,1.8,11.6
2,2015-01-15 13:00:24 +00:00,2015-01-15 13:07:28 +00:00,1,0.68,-73.98394012,40.74348068,-73.98433685,40.7481308,6.5,1.3,8.6
2,2015-01-15 13:00:25 +00:00,2015-01-15 13:04:25 +00:00,2,0.49,-73.96240234,40.76057816,-73.96240234,40.76057816,4.5,0,5.3
2,2015-01-15 13:00:25 +00:00,2015-01-15 13:28:26 +00:00,2,2.7,-74.00260925,40.73056793,-73.97310638,40.75302124,17.5,3.5,21.8
2,2015-01-15 13:00:25 +00:00,2015-01-15 13:06:46 +00:00,1,1.06,-73.98848724,40.73390579,-73.99185181,40.72197342,6.5,0,7.3
2,2015-01-15 13:00:26 +00:00,2015-01-15 13:07:01 +00:00,1,1.46,-73.96180725,40.77964783,-73.97747803,40.77406311,7.5,0,8.3
2,2015-01-15 13:00:26 +00:00,2015-01-15 13:04:54 +00:00,2,0.39,-73.95309448,40.77168274,-73.94829559,40.77426147,4.5,1,6.3
2,2015-01-15 13:00:26 +00:00,2015-01-15 13:26:50 +00:00,5,3.43,-73.99061584,40.73942947,-73.9546051,40.76966858,18,1.75,20.55
2,2015-01-15 13:00:27 +00:00,2015-01-15 13:05:16 +00:00,5,0.91,-73.98199463,40.77712631,-73.97454834,40.78823471,5.5,0,6.3
2,2015-01-15 13:00:27 +00:00,2015-01-15 13:14:21 +00:00,1,2.12,-73.98072052,40.76271057,-74.00498962,40.74803925,11,1,12.8
2,2015-01-15 13:00:27 +00:00,2015-01-15 13:22:27 +00:00,1,8.85,-73.86420441,40.76951599,-73.97753906,40.75175858,27,9.7,42.83
2,2015-01-15 13:00:28 +00:00,2015-01-15 13:07:23 +00:00,5,1.55,-73.98206329,40.77233124,-73.96724701,40.78801346,7.5,1,9.3
2,2015-01-15 13:00:28 +00:00,2015-01-15 13:07:14 +00:00,1,0.88,-73.99359131,40.74314499,-74.00570679,40.74997711,6,1.2,8
2,2015-01-15 13:00:28 +00:00,2015-01-15 13:03:51 +00:00,1,0.78,-73.95490265,40.78837585,-73.9671402,40.79343033,5,2,7.8
2,2015-01-15 13:00:28 +00:00,2015-01-15 13:33:23 +00:00,1,5.31,-73.97532654,40.74991226,-74.00865173,40.72662354,24.5,6.12,31.42
2,2015-01-15 13:00:28 +00:00,2015-01-15 13:06:21 +00:00,1,1.09,-73.98648834,40.76335144,-73.99859619,40.75550461,6,0,6.8
2,2015-01-15 13:00:29 +00:00,2015-01-15 13:14:14 +00:00,1,0.8,-73.96868134,40.76163483,-73.9782486,40.75723648,9.5,1.9,12.2
2,2015-01-15 13:00:29 +00:00,2015-01-15 13:54:36 +00:00,1,17.8,-73.78986359,40.64384842,-73.98880005,40.74489975,52,5,63.13
2,2015-01-15 13:00:30 +00:00,2015-01-15 13:20:45 +00:00,2,6.51,-73.96932983,40.75998306,-73.8702774,40.77354813,22,0,22.8
2,2015-01-15 13:00:30 +00:00,2015-01-15 13:06:49 +00:00,6,1.04,-73.98922729,40.76315308,-74.00102997,40.75723648,6.5,1.3,8.6
2,2015-01-15 13:00:31 +00:00,2015-01-15 13:13:40 +00:00,3,2.98,-74.00582123,40.71735764,-73.96112061,40.70769882,12.5,0,13.3
2,2015-01-15 13:00:32 +00:00,2015-01-15 13:02:56 +00:00,2,0.69,-73.99308777,40.76285934,-73.98664093,40.77160263,4,0,4.8
2,2015-01-15 13:00:32 +00:00,2015-01-15 13:22:45 +00:00,1,1.8,-73.97036743,40.7619133,-73.98843384,40.74408722,14.5,0,15.3
1,2015-01-15 16:15:06 +00:00,2015-01-15 16:22:16 +00:00,2,0.4,-73.98771667,40.76527786,-73.99243927,40.75861359,6,0,7.8
1,2015-01-15 16:15:08 +00:00,2015-01-15 16:31:39 +00:00,1,1.3,-73.9785614,40.75917816,-73.96459198,40.77014923,11.5,3.95,17.25
1,2015-01-15 16:15:08 +00:00,2015-01-15 16:27:12 +00:00,1,1.8,-73.95333862,40.77587509,-73.97420502,40.76249313,10,1,12.8
1,2015-01-15 16:15:09 +00:00,2015-01-15 17:41:40 +00:00,1,17.5,-73.97346497,40.76193237,-73.77632141,40.64536285,52,11.6,69.73
1,2015-01-15 16:15:09 +00:00,2015-01-15 16:30:30 +00:00,1,2,-73.9797287,40.75543213,-74.00585175,40.75001526,11,2.55,15.35
1,2015-01-15 16:15:10 +00:00,2015-01-15 16:20:58 +00:00,1,1.2,-73.99086761,40.73973465,-74.00533295,40.72888947,6.5,1.65,9.95
1,2015-01-15 16:15:11 +00:00,2015-01-15 16:27:46 +00:00,2,1.9,-73.94491577,40.78725815,-73.96475983,40.7668457,10,2.35,14.15
1,2015-01-15 16:15:11 +00:00,2015-01-15 16:19:27 +00:00,1,0.7,-73.99758148,40.75716782,-73.99093628,40.75059891,5,0,6.8
1,2015-01-15 16:15:12 +00:00,2015-01-15 16:21:58 +00:00,1,1.3,-73.96144867,40.79621124,-73.95172882,40.79127502,7,1.2,10
1,2015-01-15 16:15:12 +00:00,2015-01-15 16:26:52 +00:00,1,0.9,-73.95589447,40.76813126,-73.95026398,40.77588654,8,0,9.8
